Unnamed: 0,reporting_entity,facility_name,type,state,electricity_production_gj,electricity_production_mwh,total_scope1_emissions_tco2e,total_scope2_emissions_tco2e,total_emissions_tco2e,emission_intensity_tco2e_mwh,grid_conencted,grid,fuel_source,year,notes,search_text,lat,lon,min_lat,max_lat,min_lon,max_lon,display_name,osm_type,osm_id,geocoder,status,geo_resolution
1185,DIF INFRA 4 HOLDINGS AUSTRALIA PTY LTD,Royalla Solar Farm,F,ACT,141150.0,39208.0,0.0,181.0,181,0.0,On,NEM,Solar,2017,,"Royalla Solar Farm, ACT, Australia",-35.4883502,149.0026942,-35.9205295,-35.124413,148.7627987,149.3992971,"Australian Capital Territory, Australia",relation,2354197,nominatim,ok,state
1186,EDL (OCI) PTY LIMITED,Glennies Creek WCMG Power Station,F,NSW,278299.0,77305.0,40154.0,10.0,40164,0.52,On,NEM,Waste Coal Mine Gas,2017,,"Glennies Creek WCMG Power Station, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
1187,EDL (OCI) PTY LIMITED,Oaky Creek II WCMG Power Station,F,QLD,378474.0,105132.0,55021.0,36.0,55057,0.52,On,NEM,Waste Coal Mine Gas,2017,,"Oaky Creek II WCMG Power Station, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
1188,EDL (OCI) PTY LIMITED,Oaky Creek WCMG Power Station,F,QLD,481208.0,133669.0,68525.0,67.0,68592,0.51,On,NEM,Waste Coal Mine Gas,2017,,"Oaky Creek WCMG Power Station, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
1189,EDL (TT) PTY LIMITED,Tahmoor WCMG Power Station,F,NSW,118651.0,32959.0,18916.0,7.0,18923,0.57,On,NEM,Waste Coal Mine Gas,2017,,"Tahmoor WCMG Power Station, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
1190,EDL CSM (NSW) PTY LTD,Appin CSM Power Station,F,NSW,358092.0,99470.0,72992.0,642.0,73634,0.73,On,NEM,Waste Coal Mine Gas,2017,,"Appin CSM Power Station, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
1191,EDL CSM (NSW) PTY LTD,Tower CSM Power Station,F,NSW,675750.0,187708.0,143209.0,216.0,143425,0.76,On,NEM,Waste Coal Mine Gas,2017,,"Tower CSM Power Station, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
1192,EDL CSM (QLD) PTY LTD,German Creek CMM Power Station,F,QLD,1091491.0,303192.0,160344.0,29.0,160373,0.53,On,NEM,Waste Coal Mine Gas,2017,,"German Creek CMM Power Station, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
1193,EDL LFG (ACT) PTY LTD,Mugga Lane LFG Power Station,F,ACT,114143.0,31706.0,2013.0,1.0,2014,0.06,On,NEM,Landfill Gas,2017,,"Mugga Lane LFG Power Station, ACT, Australia",-35.4883502,149.0026942,-35.9205295,-35.124413,148.7627987,149.3992971,"Australian Capital Territory, Australia",relation,2354197,nominatim,ok,state
1194,EDL LFG (ACT) PTY LTD,West Belconnen LFG Power Station,F,ACT,7519.0,2089.0,146.0,14.0,160,0.07,On,NEM,Landfill Gas,2017,,"West Belconnen LFG Power Station, ACT, Australia",-35.4883502,149.0026942,-35.9205295,-35.124413,148.7627987,149.3992971,"Australian Capital Territory, Australia",relation,2354197,nominatim,ok,state
1195,EDL LFG (NSW) PTY LTD,Belrose LFG Power Station,F,NSW,8209.0,2280.0,185.0,0.0,185,0.08,On,NEM,Landfill Gas,2017,,"Belrose LFG Power Station, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
1196,EDL LFG (NSW) PTY LTD,Eastern Creek LFG Power Station,F,NSW,32006.0,8891.0,519.0,7.0,526,0.06,On,NEM,Landfill Gas,2017,,"Eastern Creek LFG Power Station, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
1197,EDL LFG (NSW) PTY LTD,Grange Avenue LFG Power Station,F,NSW,19676.0,5466.0,326.0,3.0,329,0.06,On,NEM,Landfill Gas,2017,,"Grange Avenue LFG Power Station, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
1198,EDL LFG (NSW) PTY LTD,Jack's Gully LFG Power Station,F,NSW,46214.0,12837.0,799.0,1.0,800,0.06,On,NEM,Landfill Gas,2017,,"Jack's Gully LFG Power Station, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
1199,EDL LFG (NSW) PTY LTD,Lucas Heights 1 LFG Power Station,F,NSW,50303.0,13973.0,896.0,4.0,900,0.06,On,NEM,Landfill Gas,2017,,"Lucas Heights 1 LFG Power Station, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
1200,EDL LFG (NSW) PTY LTD,Lucas Heights 2 LFG Power Station,F,NSW,363867.0,101074.0,6379.0,2.0,6381,0.06,On,NEM,Landfill Gas,2017,,"Lucas Heights 2 LFG Power Station, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
1201,EDL LFG (QLD) PTY LTD,Browns Plains LFG Power Station,F,QLD,49434.0,13732.0,873.0,2.0,875,0.06,On,NEM,Landfill Gas,2017,,"Browns Plains LFG Power Station, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
1202,EDL LFG (QLD) PTY LTD,Roghan Road LFG Power Station,F,QLD,3462.0,962.0,64.0,43.0,107,0.07,On,NEM,Landfill Gas,2017,,"Roghan Road LFG Power Station, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
1203,EDL LFG (SA) PTY LTD,Wingfield 1 LFG Power Station,F,SA,56828.0,15786.0,1000.0,1.0,1001,0.06,On,NEM,Landfill Gas,2017,,"Wingfield 1 LFG Power Station, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
1204,EDL LFG (SA) PTY LTD,Wingfield 2 LFG Power Station,F,SA,53366.0,14824.0,939.0,1.0,940,0.06,On,NEM,Landfill Gas,2017,,"Wingfield 2 LFG Power Station, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
1205,EDL LFG (VIC) PTY LTD,Berwick LFG Power Station,F,VIC,43366.0,12046.0,779.0,318.0,1097,0.06,On,NEM,Landfill Gas,2017,,"Berwick LFG Power Station, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
1206,EDL LFG (VIC) PTY LTD,Broadmeadows LFG Power Station,F,VIC,47876.0,13299.0,855.0,97.0,952,0.06,On,NEM,Landfill Gas,2017,,"Broadmeadows LFG Power Station, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
1207,EDL LFG (VIC) PTY LTD,Brooklyn LFG Power Station,F,VIC,40378.0,11216.0,704.0,3.0,707,0.06,On,NEM,Landfill Gas,2017,,"Brooklyn LFG Power Station, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
1208,EDL LFG (VIC) PTY LTD,Clayton LFG Power Station,F,VIC,303134.0,84204.0,4717.0,339.0,5056,0.06,On,NEM,Landfill Gas,2017,,"Clayton LFG Power Station, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
1209,EDL LFG (VIC) PTY LTD,Corio LFG Power Station,F,VIC,26897.0,7471.0,480.0,4.0,484,0.06,On,NEM,Landfill Gas,2017,,"Corio LFG Power Station, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
1210,EDL LFG (VIC) PTY LTD,Springvale LFG Power Station,F,VIC,43619.0,12116.0,782.0,9.0,791,0.06,On,NEM,Landfill Gas,2017,,"Springvale LFG Power Station, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
1211,EDL NGD (NT) PTY LTD,McArthur River Power Station,F,NT,1007350.0,279819.0,134067.0,0.0,134067,0.48,Off,Off-grid,Gas,2017,,"McArthur River Power Station, NT, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
1212,EDL NGD (NT) PTY LTD,Pine Creek A Power Station,F,NT,594389.0,165108.0,83976.0,0.0,83976,0.51,On,DKIS,Gas,2017,,"Pine Creek A Power Station, NT, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
1213,EDL NGD (WA) PTY LTD,Broome LNG Power Station,F,WA,500240.0,138956.0,77494.0,28.0,77522,0.56,Off,Off-grid,Gas,2017,,"Broome LNG Power Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
1214,EDL NGD (WA) PTY LTD,Derby LNG Power Station,F,WA,121420.0,33728.0,19928.0,0.0,19928,0.59,Off,Off-grid,Gas,2017,,"Derby LNG Power Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
1215,EDL NGD (WA) PTY LTD,Fitzroy Crossing LNG Power Station,F,WA,53373.0,14826.0,9437.0,0.0,9437,0.64,Off,Off-grid,Gas,2017,,"Fitzroy Crossing LNG Power Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
1216,EDL NGD (WA) PTY LTD,Halls Creek LNG Power Station,F,WA,41293.0,11470.0,7253.0,0.0,7253,0.63,Off,Off-grid,Gas,2017,,"Halls Creek LNG Power Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
1217,EDL NGD (WA) PTY LTD,Looma NGD Power Station,F,WA,9142.0,2539.0,2065.0,0.0,2065,0.81,Off,Off-grid,Diesel,2017,,"Looma NGD Power Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
1218,EDL PROJECTS (AUSTRALIA) PTY LTD,Grosvenor 1 WCMG Power Station,F,QLD,572111.0,158920.0,86036.0,23.0,86059,0.54,On,NEM,Waste Coal Mine Gas,2017,,"Grosvenor 1 WCMG Power Station, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
1219,EDL PROJECTS (AUSTRALIA) PTY LTD,Grosvenor 2 WCMG Power Station,F,QLD,316384.0,87884.0,48241.0,18.0,48259,0.55,On,NEM,Waste Coal Mine Gas,2017,,"Grosvenor 2 WCMG Power Station, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
1220,EDL PROJECTS (AUSTRALIA) PTY LTD,Moranbah North CMM Power Station,F,QLD,1828241.0,507845.0,260078.0,0.0,260078,0.51,On,NEM,Waste Coal Mine Gas,2017,,"Moranbah North CMM Power Station, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
1221,ELECTRICITY GENERATION AND RETAIL CORPORATION,Albany Wind Farm,F,WA,333656.0,92682.0,12.0,10.0,22,0.0,On,SWIS,Wind,2017,,"Albany Wind Farm, WA, Australia",-35.0493919,117.7615045,-35.050334,-35.0481303,117.7593813,117.76401,"Albany Wind Farm Trail, Sandpatch, City Of Albany, Western Australia, Australia",way,846262785,nominatim,ok,exact
1222,ELECTRICITY GENERATION AND RETAIL CORPORATION,Bremer Bay Wind Diesel Power Station,F,WA,5968.0,1658.0,63.0,3.0,66,0.04,On,SWIS,Wind,2017,,"Bremer Bay Wind Diesel Power Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
1223,ELECTRICITY GENERATION AND RETAIL CORPORATION,Cockburn Power Station,F,WA,424926.0,118035.0,45893.0,0.0,45893,0.39,On,SWIS,Gas,2017,,"Cockburn Power Station, WA, Australia",-32.2008953,115.7743364,-32.2019985,-32.1996762,115.7727903,115.7767591,"Cockburn Power Station, Naval Base, City of Kwinana, Western Australia, 6165, Australia",way,918098849,nominatim,ok,exact
1224,ELECTRICITY GENERATION AND RETAIL CORPORATION,Collie Power Station,F,WA,7314999.0,2031944.0,1842676.0,6017.0,1848693,0.91,On,SWIS,Black Coal,2017,,"Collie Power Station, WA, Australia",-33.3431261,116.2580319,-33.3534519,-33.3327534,116.246689,116.2737476,"Collie Power Station, Palmer, Shire Of Collie, Western Australia, Australia",way,26792398,nominatim,ok,exact
1225,ELECTRICITY GENERATION AND RETAIL CORPORATION,Coral Bay Wind Diesel Power Station,F,WA,12752.0,3542.0,1592.0,0.0,1592,0.45,Off,Off-grid,Wind,2017,,"Coral Bay Wind Diesel Power Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
1226,ELECTRICITY GENERATION AND RETAIL CORPORATION,Denham Wind Farm,F,WA,4907.0,1363.0,0.0,1.0,1,0.0,Off,Off-grid,Wind,2017,,"Denham Wind Farm, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
1227,ELECTRICITY GENERATION AND RETAIL CORPORATION,Esperance Wind Farm,F,WA,56803.0,15779.0,1.0,5.0,6,0.0,Off,Off-grid,Wind,2017,,"Esperance Wind Farm, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
1228,ELECTRICITY GENERATION AND RETAIL CORPORATION,Greenough River Solar Farm,F,WA,78534.0,21815.0,0.0,113.0,113,0.0,On,SWIS,Solar,2017,,"Greenough River Solar Farm, WA, Australia",-28.9039383,115.1115216,-28.911853,-28.8957816,115.1077948,115.1153514,"Greenough River Solar Farm, Ellendale, City Of Greater Geraldton, Western Australia, 6532, Australia",way,384910156,nominatim,ok,exact
1229,ELECTRICITY GENERATION AND RETAIL CORPORATION,Hopetoun Wind Diesel Power Station,F,WA,16787.0,4663.0,2134.0,0.0,2134,0.46,Off,Off-grid,Wind,2017,,"Hopetoun Wind Diesel Power Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
1230,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalbarri Wind Farm,F,WA,11370.0,3158.0,0.0,1.0,1,0.0,On,SWIS,Wind,2017,,"Kalbarri Wind Farm, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
1231,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalgoorlie Gas Turbine Station,F,WA,5081.0,1411.0,1402.0,0.0,1402,0.99,On,SWIS,Gas,2017,,"Kalgoorlie Gas Turbine Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
1232,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kwinana Power Station,F,WA,2819814.0,783282.0,429463.0,301.0,429764,0.55,On,SWIS,Gas,2017,,"Kwinana Power Station, WA, Australia",-32.1982404,115.7756758,-32.2001149,-32.1965653,115.7729554,115.7777292,"Kwinana Power Station, Naval Base, City of Kwinana, Western Australia, 6165, Australia",way,37106534,nominatim,ok,exact
1233,ELECTRICITY GENERATION AND RETAIL CORPORATION,Muja Power Station,F,WA,15838621.0,4399617.0,3979427.0,3236.0,3982663,0.9,On,SWIS,Black Coal,2017,,"Muja Power Station, WA, Australia",-33.4499216,116.308747,-33.458755,-33.4400783,116.2878492,116.3204174,"Muja Power Station, Muja, Shire Of Collie, Western Australia, Australia",way,32787295,nominatim,ok,exact
1234,ELECTRICITY GENERATION AND RETAIL CORPORATION,Mungarra Gas Turbine Station,F,WA,69421.0,19284.0,15542.0,0.0,15542,0.81,On,SWIS,Gas,2017,,"Mungarra Gas Turbine Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
1235,ELECTRICITY GENERATION AND RETAIL CORPORATION,Pinjar Gas Turbine Station,F,WA,2052787.0,570219.0,446643.0,0.0,446643,0.78,On,SWIS,Gas,2017,,"Pinjar Gas Turbine Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
1236,ELECTRICITY NETWORKS CORPORATION,Ravensthorpe Power Station,F,WA,772.0,214.0,146.0,0.0,146,0.68,On,SWIS,Diesel,2017,,"Ravensthorpe Power Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
1237,ENERGY GENERATION PTY LTD,Ardyaloon Facility,F,WA,7064.0,1962.0,1420.0,0.0,1420,0.72,Off,Off-grid,Diesel,2017,,"Ardyaloon Facility, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
1238,ENERGY GENERATION PTY LTD,Beagle Bay Facility,F,WA,6306.0,1752.0,1263.0,0.0,1263,0.72,Off,Off-grid,Diesel,2017,,"Beagle Bay Facility, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
1239,ENERGY GENERATION PTY LTD,Bidyadanga Facility,F,WA,10355.0,2876.0,2117.0,0.0,2117,0.74,Off,Off-grid,Diesel,2017,,"Bidyadanga Facility, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
1240,ENERGY GENERATION PTY LTD,Coober Pedy Facility,F,SA,63093.0,17526.0,2913.0,0.0,2913,0.17,Off,Off-grid,Wind,2017,,"Coober Pedy Facility, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
1241,ENERGY GENERATION PTY LTD,Djarindjin Facility,F,WA,6923.0,1923.0,1390.0,0.0,1390,0.72,Off,Off-grid,Diesel,2017,,"Djarindjin Facility, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
1242,ENERGY GENERATION PTY LTD,Gascoyne Facility,F,WA,2648.0,736.0,586.0,0.0,586,0.8,Off,Off-grid,Diesel,2017,,"Gascoyne Facility, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
1243,ENERGY GENERATION PTY LTD,Laverton Facility,F,WA,14868.0,4130.0,3064.0,0.0,3064,0.74,Off,Off-grid,Diesel,2017,,"Laverton Facility, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
1244,ENERGY GENERATION PTY LTD,Leonora Facility,F,WA,29622.0,8228.0,6248.0,0.0,6248,0.76,Off,Off-grid,Gas,2017,,"Leonora Facility, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
1245,ENERGY GENERATION PTY LTD,Menzies Facility,F,WA,2392.0,664.0,538.0,0.0,538,0.81,Off,Off-grid,Diesel,2017,,"Menzies Facility, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
1246,ENERGY GENERATION PTY LTD,Warmun Facility,F,WA,9546.0,2652.0,1976.0,0.0,1976,0.75,Off,Off-grid,Diesel,2017,,"Warmun Facility, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
1247,ENERGY QUEENSLAND LIMITED,Barcaldine Power Station Facility,F,QLD,3041.0,845.0,4706.0,0.0,4706,5.57,On,NEM,Gas,2017,,"Barcaldine Power Station Facility, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
1248,ENERGY QUEENSLAND LIMITED,Energy Impact - Bromelton Peak Generation Plant - Facility,F,QLD,3134.0,871.0,496.0,198.0,694,0.57,On,NEM,Diesel,2017,,"Energy Impact - Bromelton Peak Generation Plant - Facility, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
1249,ENERGY QUEENSLAND LIMITED,Energy Impact - Generation - Facility,F,QLD,1964.0,546.0,384.0,0.0,384,0.7,On,NEM,Diesel,2017,,"Energy Impact - Generation - Facility, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
1250,ENERGYAUSTRALIA HOLDINGS LIMITED,Hallett Power Station,F,SA,71364.0,19823.0,18782.0,1853.0,20635,0.95,On,NEM,Gas,2017,,"Hallett Power Station, SA, Australia",-33.3486163,138.7519243,-33.350819,-33.3474811,138.7495324,138.7532955,"Hallett Power Station, Canowie, The Regional Council of Goyder, South Australia, 5419, Australia",way,505288449,nominatim,ok,exact
1251,ENERGYAUSTRALIA HOLDINGS LIMITED,Jeeralang Power Station,F,VIC,440834.0,122454.0,93370.0,6720.0,100090,0.76,On,NEM,Gas,2017,,"Jeeralang Power Station, VIC, Australia",-38.2750152,146.425452,-38.2762996,-38.2737771,146.4238735,146.4271984,"Jeeralang Power Station, Hazelwood North, City of Latrobe, Victoria, 3840, Australia",way,146581917,nominatim,ok,exact
1252,ENERGYAUSTRALIA HOLDINGS LIMITED,Mt Piper Power Station,F,NSW,28311455.0,7864293.0,6823827.0,17475.0,6841302,0.87,On,NEM,Black Coal,2017,,"Mt Piper Power Station, NSW, Australia",-33.3581858,150.0328446,-33.3666285,-33.3496389,150.024452,150.0405631,"Mount Piper Power Station, Blackmans Flat, Lithgow City Council, New South Wales, 2790, Australia",way,52050254,nominatim,ok,exact
1253,ENERGYAUSTRALIA HOLDINGS LIMITED,Newport Power Station,F,VIC,3666804.0,1018557.0,538108.0,21410.0,559518,0.53,On,NEM,Gas,2017,,"Newport Power Station, VIC, Australia",-37.841433,144.8949937,-37.843415,-37.8393765,144.8930394,144.8970202,"Newport Power Station, Newport, Melbourne, City of Hobsons Bay, Victoria, 3015, Australia",way,243897689,nominatim,ok,exact
1254,ENERGYAUSTRALIA HOLDINGS LIMITED,Tallawarra Power Station,F,NSW,5286970.0,1468603.0,545668.0,4717.0,550385,0.37,On,NEM,Gas,2017,,"Tallawarra Power Station, NSW, Australia",-34.5225162,150.8073753,-34.5249931,-34.5201793,150.8028366,150.8114103,"Tallawarra Power Station, Yallah, Wollongong City Council, New South Wales, 2530, Australia",way,535791203,nominatim,ok,exact
1255,ENERGYAUSTRALIA HOLDINGS LIMITED,Waterloo Wind Farm,F,SA,329504.0,91529.0,6.0,29.0,35,0.0,On,NEM,Wind,2017,,"Waterloo Wind Farm, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
1256,ENERGYAUSTRALIA HOLDINGS LIMITED,Yallourn Power Station,F,VIC,36860112.0,10238920.0,13671954.0,184359.0,13856313,1.34,On,NEM,Brown Coal,2017,,"Yallourn Power Station, VIC, Australia",-38.178028,146.3425413,-38.1806221,-38.1753376,146.3387941,146.345304,"Yallourn W Power Station, Yallourn, Yallourn North, City of Latrobe, Victoria, 3825, Australia",way,133972914,nominatim,ok,exact
1257,ERM POWER LIMITED,Newgen Neerabup Power Station,F,WA,916383.0,254551.0,154221.0,2726.0,156947,0.61,On,SWIS,Gas,2017,,"Newgen Neerabup Power Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
1258,ERM POWER LIMITED,Oakey Power Station,F,QLD,268495.0,74582.0,47231.0,2049.0,49280,0.63,On,NEM,Gas,2017,,"Oakey Power Station, QLD, Australia",-27.4182589,151.6801733,-27.4191952,-27.4172381,151.6790081,151.6813605,"Oakey Power Station, Oakey, Toowoomba Regional, Queensland, Australia",way,171575465,nominatim,ok,exact
1259,ESPERANCE POWER STATION PTY LTD,Esperance Power Station,F,WA,249660.0,69350.0,55006.0,0.0,55006,0.79,Off,Off-grid,Gas,2017,,"Esperance Power Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
1260,ESSENTIAL ENERGY,Essential Energy Generation Facility - Broken Hill Gas Turbine,F,NSW,378.0,105.0,433.0,182.0,615,4.12,On,NEM,Diesel,2017,,"Essential Energy Generation Facility - Broken Hill Gas Turbine, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
1261,FENGATE EXMOUTH ENERGY SPV PTY LTD,Exmouth Power Station Pty Ltd,F,WA,90569.0,25158.0,17343.0,0.0,17343,0.69,Off,Off-grid,Gas,2017,,"Exmouth Power Station Pty Ltd, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
